,class,sms
4107,ham,k 2marrow coming class .
4108,spam,"hot live fantasy call 08707500020 20p per min ntt ltd , po box 1327 croydon cr9 5wb 0870 national rate call"
4109,ham,pls send address sir .
4110,ham,want lick pussy ...
4111,ham,"yo , gon na still stock tomorrow/today ? 'm trying get dubsack"
4112,spam,urgent ! mobile number ha awarded < ukp > 2000 prize guaranteed . call 09061790125 landline . claim 3030 . valid 12hrs 150ppm
4113,ham,"'ll see , prolly yeah"
4114,ham,thought could go dinner . 'll treat ! seem ok ?
4115,ham,? ? stand away ? doe n't heart ache without ? n't wonder ? n't crave ?
4116,ham,sorry . never hear unless book . one wa kinda joke -- thet really looking skinny white girl . wa one line -- much camera . something like 're casting look .
4118,ham,"sure thing big man . hockey election 6 , n't go longer hour though"
4119,ham,watch lor . saw swatch one thk quite ok. ard 116 need 2nd opinion leh ...
4120,ham,hiya u like hlday pic looked horrible took mo ! hows camp amrca thing ? speak soon serenaemoticon
4121,ham,"babe ! go day ? ? miss already , love ... * loving kiss * ... hope everything go well ."
4122,ham,yunny ... 'm goin late
4123,ham,doc prescribed morphine cause pain med n't enough . waiting mom bring . med kick fast 'm gon na try later
4124,ham,"cool , want go kappa meet outside mu"
4125,ham,"hey sexy bun ! told ? adore , loverboy . hope remember thank sister law meatball * grin * ... love , babe"
4126,ham,may b approve panalam ... post ..
4127,spam,"spjanuary male sale ! hot gay chat cheaper , call 08709222922 . national rate 1.5p/min cheap 7.8p/min peak ! stop text call 08712460324 ( 10p/min )"
4130,ham,'m workin . get job ...
4131,ham,'re done mean
4132,ham,"`` ur luck love someone . ur fortune love one love u . , miracle love person ca n't love anyone except u ... '' gud nyt ..."
4133,ham,hi baby ive got back work wa wanting see u allday ! hope didnt piss u phone today . u give call xxx
4134,spam,freemsg today 's day ready ! 'm horny live town . love sex fun game ! netcollex ltd 08700621170150p per msg reply stop end
4135,ham,yahoo boy bring perf ? legal .
4136,ham,need say anything . know outsider
4137,ham,ever one foot ?
4138,ham,got number
4139,ham,"good ! , n't need receipt -- well done ! ( ... ) yes , please tell . 's number , could ring"
4141,ham,leave wif lar ... u wan carry meh heavy ... da num 98321561 familiar u ?
4142,ham,beautiful truth : expression face could seen everyone ... depression heart could understood loved one .. gud ni8emoticon
4143,ham,infact happy new year . seeing
4144,spam,"simpson movie released july 2007 name band died start film ? A-Green day , B-Blue day , C-Red day . ( send , b c )"
4145,ham,'s shame ! maybe cld meet hr tomo ?
4146,ham,lol would despite cramp like girl .
4147,ham,cant wait cornwall . hope tonight isnt bad well rock night shite . anyway im going kip good night . speak soon .
4148,ham,pls help tell sura 'm expecting battery hont . pls send message download movie . thanks
4149,spam,please call amanda regard renewing upgrading current T-Mobile handset free charge . offer end today . tel 0845 021 3680 subject 's c 's
4150,ham,"n't found way get another app phone , eh ? go net cafe ? take job ? geeee need babe . crave see ..."
4151,ham,work mon thurs sat cant leh ... booked liao ... day u free ?
4152,ham,u comin fetch u oredi ...
4153,ham,'s nanny address ?
4155,ham,haf u eaten ? wat time u wan 2 come ?
4156,spam,want new video phone ? 750 anytime network min ? half price line rental free text 3 month ? reply call 08000930705 free delivery
4157,ham,"yo , call get chance , friend mine wanted ask big order"
4158,ham,single single answer fighting ? plus said broke didnt reply
4159,ham,certainly put thing perspective something like happens
4160,ham,got tv 2 watch meh ? u work today ?
4161,ham,felt ... conveying reason .. ese ... ?
4163,ham,'s going ? got exciting karaoke type activity planned ? 'm debating whether play football eve . feeling lazy though .
4164,ham,told coming wednesday .
4165,ham,"ok , called mom instead fun"
4166,spam,"dear voucher holder , claim week offer , pc please go url . tsandcs apply ."
4167,ham,well 'm desperate 'll call armand
4168,ham,work right ?
4170,ham,n't heard anything 's answering text 'm guessing flaked . said jb fantastic
4171,ham,"mmmmmm ... love , much , ahmad ... ca n't wait year begin every second take closer side . happy new year , love ! !"
4172,ham,pls 's full name joke 's school co fee university florida seem actually number k. pls holla back
4174,ham,ok ... said 've got wisdom teeth hidden inside n mayb need 2 remove .
4175,ham,pls pls drink plenty plenty water
4176,ham,. 's queen . going royal wedding
4177,ham,'s lag . 's sad part keep touch thanks skype
4178,ham,ok lor go tog lor ...
4179,ham,two team waiting player
4180,ham,u send copy da report ?
4181,ham,"swhrt u dey , hope ur ok , tot u 2url n url care ."
4182,ham,"ok da , already planned . wil pick ."
4183,spam,"urgent ! please call 0906346330 . abta complimentary 4 * spanish holiday £10,000 cash await collection sae tandcs box 47 po19 2ez 150ppm 18+"
4185,ham,really need shit tomorrow know wo n't awake like 6
4186,ham,'m good . registered vote ?
4187,ham,"hmm ok , 'll stay like hour co eye really sore !"
4188,ham,dear got bus directly calicut
4189,ham,mm umma ask vava also come tell play later together
4190,ham,"well general price number /oz , let know if/when/how much want"
4192,ham,"moment day , ha value-Morning brings hope , afternoon brings faith , evening brings luv , night brings rest , wish u find url morning"
4193,ham,number w jetton ave forgot
4194,ham,ok 'm coming home .
4195,ham,use foreign stamp country .
4197,ham,"sorry , 's lot friend-of-a-friend stuff , 'm talk actual guy want buy"
4200,spam,"cmon babe , make horny , * turn * ! txt fantasy babe emoticon im hot , sticky need . reply cost £1.50 . 2 cancel send stop"
4202,ham,wylie update : weed dealer carlos went freedom class lunsford
4203,ham,happy baby ? alright ? take job ? hope fine . send kiss make smile across sea ... * kiss * * kiss *
4204,ham,c movie juz last minute decision mah . juz watch 2 lar tot u interested .
4205,ham,enjoying semester ? take care brother .
4206,spam,important information 4 orange user 0796xxxxxx . today ur lucky day ! 2 find log onto url 'S fantastic prizeawaiting !
4207,ham,"get door , 'm"
4208,ham,"let use next week , princess emoticon"
4209,ham,go home first lar u wait 4 lor .. put stuff first ..
4210,ham,want kfc tuesday . buy 2 meal 2 . gravy . 2 mark . 2 !
4211,ham,daemoticonhe stupid da .. always sending like thisemoticondon believe url mentalemoticon
4212,ham,oi gon na ring
4213,spam,missed call alert . number called left message . 07008009200
4214,ham,attended nothing .
4215,ham,ard 530 like dat lor . juz meet mrt station u dun haf come .
4216,ham,dear wa sleeping : -P
4217,ham,er mw im filled tuth aight
4218,ham,office around 4 pm . going hospital .
4219,ham,actually 'm waiting 2 week start putting ad .
4220,ham,anything lor go go lor ...
4221,ham,u free sat rite ? u wan 2 watch infernal affair wif n darren n mayb xy ?
4223,ham,yo around ? friend mine 's lookin pick later tonight
4224,ham,stupid auto correct phone
4225,ham,double eviction week - spiral michael good riddance !
4226,ham,"`` world suffers lot ... violence bad people . silence good people ! `` , gud night ...."
4227,ham,"ok thats cool . , either raglan rd edward rd . behind cricket ground . gim ring ur closeby see tuesday ."
4228,ham,buy one egg da .. pleaseemoticon
4229,ham,started skye
4230,ham,bookedthe hut ? also time ? way ?
4231,ham,several sir .
4232,ham,u really pig leh sleep much . dad wake 10 smth 2 eat lunch today .
4234,ham,love ... hope anything drastic . n't dare sell pc phone ...
4236,spam,freemsg : record indicate may entitled 3750 pound accident . claim free reply yes msg . opt text stop
4238,ham,life style garment account please .
4239,ham,lol wtf random . btw lunch break
4240,ham,"sez , hows u de arab boy ? hope u r good give love 2 evry1 love ya eshxxxxxxxxxxx"
4241,ham,"lay man ! let know missed thought . great day . send bimbo ugo 's number , ill appreciate . safe"
4242,ham,detroit . home snow . enjoy .
4243,spam,show ur colour ! euro 2004 2-4-1 offer ! get england flag 3lions tone ur phone ! click following service message info !
4245,ham,"aight , 'm chillin friend 's room text 're way"
4246,ham,toshiba portege m100 gd ?
4247,ham,well welp sort semiobscure internet thing
4248,spam,text pas 69669 collect polyphonic ringtones . normal gprs charge apply . enjoy tone
4249,spam,"accordingly . repeat , text word ok mobile phone send"
4250,ham,loosu go hospital . de dont let careless .
4251,ham,much eighth ?
4252,ham,omg joanna freaking . 's looked thru friend find photo . 's asking stuff myspace n't even logged like year . : /
4253,ham,"send ur birthdate month year , tel u ur life partner 'S name . method calculation . reply must ."
4254,ham,juz havent woke bit blur blur ... ? dad went liao ... cant cum oso ...
4255,ham,"clothes , jewelry , trip ?"
4256,spam,block breaker come deluxe format new feature great graphic T-Mobile . buy £5 replying get bbdeluxe take challenge
4257,ham,aah ! cuddle would lush ! 'd need lot tea soup kind fumbling !
4258,spam,important information 4 orange user . today lucky day ! 2find log onto url 'S fantastic surprise awaiting !
4261,ham,plan family set stone ?
4262,ham,pls dont forget study
4263,ham,'ll never believe actually got taunton . wow
4264,ham,"den weekday got special price ... haiz ... cant eat liao ... cut nail oso muz wait finish drivin wat , lunch still muz eat wat ..."
4265,ham,broke list reason nobody 's town ca n't tell 's sarcastic faggy
4266,ham,decimal common car better buy china asia . find less expensive . I.ll holla
4267,ham,greatest test courage earth bear defeat without losing heart .... gn tc
4268,ham,sorry im stil fucked last nite went tobed 430 got 4 work 630
4269,ham,hey whats plan sat ?
4270,ham,beauty sleep help ur pimple .
4271,ham,great . hope using connection mode men also co never know old friend lead today
4272,spam,natalja ( 25/F ) inviting friend . reply YES-440 NO-440 see : URL/u/nat27081980 stop ? send stop frnd 62468
4273,ham,get ?
4274,ham,"kind . missed train co asthma attack , nxt one half hr driving . sure park ."
4275,ham,ball moving url spin last emoticonso difficult batemoticon
4276,ham,haiyoh ... maybe hamster wa jealous million
4277,ham,please send aunty 's number
4278,ham,'m glad . following dream .
4279,ham,'ve reached home finally ...
4280,spam,"urgent . important information 02 user . today lucky day ! 2 find , log onto url fantastic surprise awaiting !"
4282,ham,"wn u r hurt prsn close 2 u , fight wit dem . coz somtimes dis fight save relation bt quiet leaf nothin relation .. gud evebemoticon"
4283,ham,u call ...
4284,ham,"science tell chocolate melt sunlight . please n't walk sunlight . bcoz , n't want loss sweet friend ."
4285,ham,yes . come nyc audiitions trying relocate .
4286,ham,pocked
4287,ham,congrats . 's great . wanted tell tell score co might make relax . motivating thanks sharing
4288,ham,wud never mind u dont miss u dont need .. u wil really hurt wen u need u dont tell ......... take careemoticon
4289,ham,hey mr whats name bill brison book one language word
4290,ham,"okay , good , problem , thanx !"
4291,ham,"information , ikea spelled cap . yelling . thought left , sitting bed among mess came . said going got home class . please n't try bullshit . make want listen less ."
4292,ham,call u 're done ...
4293,ham,G.W.R
4294,ham,best watch say cause get drunk motherfucker
4295,spam,kit strip - billed 150p . netcollex Ltd. po box 1013 ig11 oja
4297,spam,please call 08712402578 immediately urgent message waiting
4298,spam,url let send free anonymous masked message .. im sending message .. see potential abuse ? ? ?
4301,ham,"erm ... woodland avenue somewhere . get parish magazine , telephone number ."
4302,ham,ta job available ? let know please co really need start working
4303,ham,aiyar hard 2 type . u later free tell call n scold n tell u .
4304,ham,yup 'm free ...
4305,ham,"good good , billy mate gone . jogging , ! enjoy concert ?"
4306,ham,yo come carlos soon
4307,ham,awww dat sweet ! think something ! nice time tonight ill probably txt u later co im lonely emoticon xxx .
4308,ham,guess useless calling u 4 something important .
4309,ham,ha ha - popped loo hello-ed . hello !
4310,ham,dint tell anything . angry told abi .
4312,ham,happens r 2waxsto wat want . come ill get medical insurance . 'll able deliver basic care . 'm currently shopping right medical insurance . give til friday morning . thats i.ll see major person guide right insurance .
4313,ham,keep ten r shelfemoticon buy two egg .
4314,ham,"wa n't well babe , swollen gland throat ... end ?"
4315,ham,ur change 2 da report big ? co 've already made change 2 da previous report .
4316,ham,captain roomemoticon
4317,ham,"ca n't speak , bcaz mobile problem . listen n't listen voice . call later ."
4318,ham,hiya stu wot u 2.IM much truble home moment evone hate even u ! wot hell av done ? wont u tell text bck please luv dan
4319,ham,... take mokka player onlyemoticon
4320,ham,still playing gautham ?
4321,ham,hey mr going sea view couple gay mean game ! give bell ya finish
4322,ham,"k , jason say 's gon na around 'll around number"
4323,ham,sorry . able get . see morning .
4324,ham,aight well keep informed
4326,ham,searching good dual sim mobile pa .
4327,ham,seems unnecessarily hostile
4328,ham,dude got haircut . breezy
4329,spam,"congrats ! 2 mobile 3g videophones r . call 09061744553 ! videochat wid ur mate , play java game , dload polyh music , noline rentl . bx420 . ip4 . 5we . 150pm"
4330,ham,1AppleEMOTICONay=No doctor . 1tulsi LeafEMOTICONay=No cancer . 1LemonEMOTICONay=No fat . 1cup Milk/day=No bone problms 3 litre WatrEMOTICONay=No disease snd th 2 u care .. emoticon
4331,ham,thought king hill thing .
4332,ham,nope 'll come online ..
4333,ham,also tell said happy birthday
4334,ham,bishan lei ... tot u say lavender ?
4335,ham,boo time u get ? u supposed take shopping today . emoticon
4336,ham,"u sound like manky scouse boy steve , like ! travelling da bus url ha u inmind 4 recreation dis eve ?"
4337,ham,"fyi 'm taking quick shower , epsilon like number min"
4338,ham,tuesday night r u 4 real
4339,ham,yes appt ?
4340,ham,got outta class gon na go gym .
4341,ham,want sent number mesages today . thats . sorry hurt
4342,ham,u write wat ..
4343,ham,ha ! would n't say n't read anything way u seemed . n't like 2 judgemental .... save friday pub !
4344,ham,valentine game . . . send dis msg ur friend . . 5 answer r someone really love u. . Ques- colour suit best ?
4345,ham,hiemoticondid asked waheeda fathima leave ?
4346,ham,enjoy urself tmr ...
4347,ham,still around ? could use half-8th
4349,ham,give u back id proof number r . wont allow work . come home within day
4350,ham,u bot note oredi ... co juz rem got ...
4351,ham,yes . rent expensive way save .
4353,ham,hows pain dear ? r u smiling ?
4354,ham,"fun fact : although would think armand would eventually build tolerance shit considering much smoke , get fucked like 2 hit"
4355,spam,important information 4 orange user 0789xxxxxxx . today lucky day ! 2find log onto url 'S fantastic surprise awaiting !
4357,ham,great . send account number .
4358,ham,"hellogorgeous , hows u ? fone wa charge lst nitw wen u texd . hopeu ad nice wkend im sure u lookin 4ward 2 C-IN u 2mrw luv jaz"
4359,spam,"dating service ha asked 2 contact u someone shy ! call 09058091870 revealed . pobox84 , m26 3uz 150p"
4360,ham,u send content page ...
4361,ham,"night sweet , sleep well ! 've see exorcism emily rose may never sleep ! hug snogs !"
4362,ham,n't think `` u got '' think `` use got '' good ni8
4363,ham,"ca n't right second , got ta hit people first"
4364,ham,"evry emotion n't hav url wish n't hav prayrs .. u smileemoticon world wit u.Othrwise even drop tear n't lik 2 stay wit u.So b happy .. good morning , keep smilingemoticon"
4365,ham,. remember
4366,ham,ujhhhhhhh computer shipped address sandiago parantella lane . wtf . poop .
4367,ham,mm yes dear look hugging . : -P
4368,ham,like dis sweater fr mango size already irritating .
4369,ham,1 n't number 2 gon na massive pain 'd rather get involved 's possible
4370,ham,anytime lor ...
4371,spam,want new video handset ? 750 time network min ? unlimited text ? camcorder ? reply call 08000930705 del sat
4373,spam,"ur balance £600 . next question : complete landmark , big , . bob , B. barry C. ben ? . text , b c 83738 . good luck !"
4374,ham,fine .. absolutly fine
4375,ham,k 're sure n't consent form : v
4376,spam,ur tonexs subscription ha renewed charged £4.50 . choose 10 polys month . URL.uk * billing msg *
4377,spam,"n't , prize go another customer . tandc www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back busy"
4378,ham,much torch 9ja .
4379,ham,"nothing , u dinner w u ?"
4380,ham,. checking
4381,ham,done internet connection v slow ca n't send . try later first thing tomo .
4382,ham,mathews tait edward anderson
4383,ham,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex .by way ? dont know number . joke
4384,ham,need lar go engin ? co si art today ...
4385,ham,thanks honey still n't heard anything leave bit longer 2 crowd try later - great advice thanks hope cardiff still !
4386,spam,want new nokia 3510i colour phone delivered tomorrow ? 200 free minute mobile + 100 free text + free camcorder reply call 8000930705
4387,ham,", im .. snowboarding trip . wa wondering planning get everyone together befor go .. meet greet kind affair ? cheer ,"
4388,ham,S.i 'm watching live ..
4389,ham,"see , 're christmassy !"
4390,ham,"k 'm ready , number ?"
4393,ham,new year plan ?
4394,spam,recpt 1/3 . ordered ringtone . order processed ...
4395,ham,baaaaaaaabe ! wake ! miss ! crave ! need !
4396,ham,"got message , ignoring . yes , wa . shopping"
4397,ham,dear : -/ mood . cant drive brother drive
4398,ham,dad get back .
4399,ham,"tell shola please go college medicine visit academic department , tell academic secretary current situation ask transfer . ask someone check sagamu thing lautech . vital completes medical education nigeria . less expensive much less expensive . unless getting citizen rate new zealand ."
4400,ham,yes finished watching day life . love .
4401,ham,juz go google n search 4 qet ...
4402,ham,many time lose best one bcoz
4403,ham,"good friend care .. close friend understand ... true friend stay forever beyond word , beyond time . gud ni8"
4404,ham,getting back home
4405,ham,"sorry , 'll call later number min"
4406,ham,dun need use dial juz open da browser n surf ...
4407,spam,one registered subscriber u enter draw 4 100 G.B . gift voucher replying enter . unsubscribe text stop
4408,ham,"awesome , plan get time like number , 'll text detail wee bit"
4409,ham,take care sleep url need learn change url need get convinced that.i wait conversation url convinced url family many url url u role life .
4410,spam,chance win free bluetooth headset simply reply back `` adp ''
4411,ham,also didnt get na hi hi hi hi hi
4412,ham,ya cant display internal sub got ta extract
4413,ham,said anything wrong sorry deemoticon
4415,ham,stupid say challenge url dont think write instead respond immed .
4416,ham,"yeah able , 'll text 'm ready meet"
4417,ham,v skint fancied url gona go meet andothrs spoon jst bin watchng planet earthandsofa v comfey ; dont make hav gd night
4418,ham,"say 's quitting least5times day wud n't take much notice . nah , n't mind . gon na see ? want come taunton tonight ? u tell !"
4419,ham,"get free , call"
4420,ham,little darling far week ? need coffee run tomo ? ca n't believe 's time week already ...
4422,ham,still west coast ... haiz ... u 'll take forever come back ...
4423,ham,mmm ... fuck .... merry christmas
4424,ham,alright . thanks advice . enjoy night . I'ma try get sleep ...
4425,ham,update face book status frequently emoticon
4426,ham,saw url k daemoticon
4427,ham,wa something u ate ?
4428,ham,bank say money ?
4429,ham,aiyar dun disturb u liao ... thk u lot 2 aft ur cupboard come ...
4430,ham,hey r watching movie tonight 'll prob b home early ...
4431,ham,yar lor ... u noe ? u used dat route ?
4432,ham,2mro coming gym machan . goodnight .
4433,ham,dont think need yellow card uk travel . ask someone ha gone . number buck
4434,ham,u look 4 da lib got stuff havent finish yet .
4435,ham,sound great ! im going sleep . good night !
4436,spam,n't b floppy ... b snappy happy ! gay chat service photo upload call 08718730666 ( 10p/min ) . 2 stop text call 08712460324
4438,ham,come u got nothing ?
4439,ham,nothing ever easy . n't looking reason take risk life love
4440,ham,want grasp pretty booty emoticon
4441,ham,'ve got tea . sure flavour
4442,ham,'m going 2 orchard laready reaching soon . u reaching ?
4443,ham,dear denying word please
4444,ham,know old dom told yesterday ? name roger ? got touch last night want meet today 2 pm
4445,ham,come back tampa ffffuuuuuuu
4446,ham,"2 celebrate bday , else ?"
4447,ham,merry christmas u annie !
4448,ham,please tell special stock talking
4449,ham,sent . like ?
4451,ham,"awesome , minute"
4452,ham,problem . walk around `` julianaland '' oblivious going around . say thing constantly go one ear go whatever want . 's n't know 'm upset -- 's n't listen tell going upset . want surprised 'm mad .
4453,ham,'ve told everything stop . dont let get dehydrated .
4454,ham,guess number min
4455,ham,'m home . ard wat time u reach ?
4457,ham,"want mapquest something look `` usf dogwood drive '' , 's tiny street parking lot"
4458,ham,aight plan come later tonight ?
4459,ham,die ... accidentally deleted e msg suppose 2 put e sim archive . haiz ... sad ...
4460,spam,welcome UK-mobile-date msg free giving free calling 08719839835 . future mg billed 150p daily . cancel send `` go stop '' 89123
4461,ham,wishing great day . moji told offer always wa speechless . offer easily go great length behalf stunning . exam next friday . keep touch . sorry .
4462,ham,"thanks reply today . ur visa coming . r u still buying gucci bag . sister thing easy , uncle john also ha bill really need think make money . later sha ."
4463,ham,"sorry flaked last night , shit 's seriously goin roommate , tonight ?"
4464,ham,said look pretty wif long hair wat . thk 's cutting quite short 4 leh .
4466,ham,`` cheer callin url culdnt talkbut wannatell u detail later wenwecan chat properly x ''
4467,ham,hey u still gym ?
4469,ham,much better thanks lol
4470,ham,"nothing , smsing u n xy lor . sorry lor da guy neva c u person sort know u lor . u wan 2 meet xy ask 2 bring u along 4 next meeting ."
4471,ham,"lem know swing pick , 'm free basically time 1 semester"
4472,ham,wa ... u efficient ... gee ... thanx ...
4473,spam,3 . received mobile content . enjoy
4474,ham,able sleep .
4475,spam,want explicit sex 30 sec ? ring 02073162414 ! cost 20p/min
4476,ham,meet soon princess ! ttyl !
4477,ham,'ll pick 5.15pm go taunton still want come .
4478,ham,oh emoticononly 4 outside player allowed play know
4479,ham,anything lor .
4480,ham,erutupalam thandiyachu
4481,ham,"cant u try new invention fly .. 'm joking. ,"
4482,ham,.. ful song lyric ..
4483,ham,"u reckon need 2 arrange transport u ca n't , thanks"
4484,ham,true lov n care wil nevr go unrecognized . though somone often make mistake valuing . definitly undrstnd start missing .
4485,ham,shopping ? eh ger toking abt syd leh ... haha
4486,ham,standing .
4487,ham,* good weekend .
4488,ham,miss call miss call khelate kintu opponenter miss call dhorte lage . thats rule . one great phone receiving quality win .
4489,ham,call get chance plz emoticon
4490,ham,new deus ex game comin early next yr
4491,ham,computer fried essential part n't keep spare fucking idiot roommate looovvve leaving thing running full number /7
4492,ham,"friend , 's studying warwick , 've planned go shopping concert tmw , may canceled , hav n't seen age , yeah get together sometime !"
4493,ham,probably couple hour top
4494,ham,"lol .. * grin * .. 'm babe , thanks thinking !"
4495,ham,man bus slow . think 're gon na get
4496,ham,hope text meet smiling . let text give reason smile . beautiful day .
4497,ham,"case wake wondering , forgot take care something grandma today , done parade"
4499,spam,"latest nokia mobile ipod mp3 player +£400 proze guaranteed ! reply : win 83355 ! norcorp Ltd.£1,50/Mtmsgrcvd18+"
4500,spam,"sm service . inclusive text credit , pls goto url login= 3qxj9 unsubscribe stop , extra charge . help 08702840625.COMUK . 220-CM2 9ae"
4501,ham,nvm take ur time .
4502,ham,wat 's da decision ?
4503,ham,wot u 2 bitch ?
4505,ham,told hr want posting chennaiemoticonbecause 'm working hereemoticon
4506,spam,mobile club : choose top quality item mobile . 7cfca1a
4507,ham,guy leaving ?
4508,ham,neva grumble sad lor ... hee ... buy tmr lor aft lunch . still meetin 4 lunch tmr . neva hear fr lei . u got lot work ar ?
4509,ham,able anything .
4510,ham,u takin linear algebra today ?
4511,ham,weekend fine ( excuse much decorating )
4512,ham,"sorry missed babe . wa late slept . hope enjoy driving lesson , boytoy . miss ... * teasing kiss *"
4513,ham,project pa. come .
4514,spam,money wining number 946 wot next
4515,ham,"sure , whenever show fuck emoticon"
4516,ham,wa random saw old roomate campus . graduated
4518,ham,"men always need beautiful , intelligent , caring , loving , adjustable , cooperative wife . law allows one wife ...."
4519,ham,suck . got planned yo valentine ? yo valentine n't ?
4520,ham,"got part nottingham - 3 hr 63miles . good thing love man much , 40mph . hey ho"
4521,ham,think one saying clearly . ok leave need ask . go come
4522,ham,hi good mornin .. thanku wish u ..
4523,ham,u want 2 meet 2morro
4524,ham,actually decided wa hungry n't left yet : v
4525,ham,'ve sent u part ..
4526,ham,co wa shopping wif darren jus n called 2 ask wat present wan lor . started guessing wa wif n finally guessed darren lor .
4527,spam,"want cock ! hubby 's away , need real man 2 satisfy . txt wife 89938 string action . ( txt stop 2 end , txt rec £1.50ea . otbox 731 la1 7ws . )"
4528,ham,understand . loss gain emoticon work ? school ?
4529,ham,u ? missed u ! havent 2 much bit bored holiday want 2 go bak 2 college ! sad isnt ? xx
4530,ham,"hiya , probably coming home * weekend next"
4531,ham,n't forget though love .... walk beside . watching keeping heart warm .
4532,ham,wish thing different . wonder able show much value . pls continue brisk walk drug without askin please find thing laugh . love dearly .
4533,ham,ok day . making dinner tonite ? invited ?
4534,spam,gr8 new service - live sex video chat mob - see sexiest dirtiest girl live ur phone - 4 detail text horny 89070 cancel send stop 89070
4535,ham,money 4 steve mate ! !
4536,ham,im late tellmiss im way
4538,ham,normally use drink water dailyemoticon
4539,ham,dare ask ... luck sorting car ?
4540,ham,"party 's place usf , charge ( contribute way greatly appreciated ) yeah , got room one"
4541,ham,"urgh , coach hot , smell chip fat ! thanks , especially duvet ( predictive text word ) ."
4542,ham,hiya . wa last night ? 've naughty bought clothes little ... ready shopping tho ! kind time wan na meet ?
4543,spam,freemsg hi baby wow got new cam moby . wan na c hot pic ? fancy chat ? im w8in 4utxt / rply chat 82242 hlp 08712317606 msg150p 2rcv
4544,ham,'ve trying reach without success
4545,ham,derek done class ?
4546,ham,never lei ... v lazy ... got wat ? dat day u send da url cant work one ...
4547,ham,never try alone take weight tear come ur heart fall ur eye ... always remember stupid friend share ... bslvyl
4548,ham,hey mate . spoke mag people . 're . deliver end month . deliver 24th sept. talk later .
4550,ham,"haha , friend tyler literally asked could get dubsack"
4551,ham,`` hey ! u fancy meetin 4 cha hav lil beverage . txt ring meet l8r . quite tired got 3 v.pist emoticon love pete x x x ''
4552,ham,great . safe trip . dont panic surrender .
4553,ham,`` symptom '' u love : `` 1.U like listening song 2.U get stopped u see name beloved 3.U wo n't get angry
4554,ham,sun ah ... thk mayb dun anythin ... thk book e lesson ... e pilate orchard mrt u noe hor ...
4555,ham,try something dear . read something exam
4557,ham,gettin rdy ship comp
4558,ham,hospital da . . return home evening
4559,ham,piss talking someone realise u point . ( read backwards )
4560,ham,think + da . wil .
4561,ham,'m awake oh . 's .
4562,ham,good afternoon boytoy . go walking day ? get police abstract ? still ? wake miss babe
4563,ham,much u trying get ?
4564,ham,"come around decimal pm vikky .. 'm otside nw , il come tht time"
4565,ham,tell address
4567,ham,buy blackberry bold 2 torch . buy new used . let know . plus saying buy number g wifi ipad . saying number g ?
4568,ham,together thinkin
4569,ham,hiya hows going sunny africa ? hope u r avin good time . give big old silver back big kiss .
4570,ham,time come tomorrow
4571,spam,wan na laugh ? try CHIT-CHAT mobile ! logon txting word : chat send : 8883 cm po box 4217 london w1a 6zf 16+ 118p/msg rcvd
4572,ham,"`` cha quiteamuzing thatscool babe , probpop cu satthen hunny 4brekkie ! love jen xxx . psxtra lrg portion 4 please ``"
4573,ham,omg u know ate ?
4574,spam,`` urgent ! 2nd attempt contact u ! u £1000CALL 09071512432 b4 300603tandcsbcm4235wc1n3url150ppmmobilesvary . max£7 . 50 ''
4575,ham,emoticon ....
4576,ham,directly behind ... abt 4 row behind u ...
4577,spam,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066
4578,spam,"contract mobile 11 mnths ? latest motorola , nokia etc . free ! double min text orange tariff . text yes callback , remove record"
4579,spam,"urgent ! call 09066350750 landline . complimentary 4 * ibiza holiday 10,000 cash await collection sae tandcs po box 434 sk3 8wp 150 ppm 18+"
4580,ham,plan yet . ?
4581,ham,hi .... engagement ha fixd number th next month . know really shocking bt .... hmm njan vilikkam .... w al sudnemoticon .
4582,ham,course . math one day one chapter one month finish .
4583,ham,wow n't think wa common . take back ur freak ! unless u chop offemoticon
4585,ham,noooooooo please . last thing need stress . life fair .
4586,spam,u secret admirer looking 2 make contact U-find r * reveal think ur special-call 09065171142-stopsms-08718727870150ppm
4588,ham,"'ll see swing bit , got thing take care firsg"
4589,ham,wanted wish happy new year wanted talk legal advice gary split person . 'll make trip ptbo . hope everything good babe love ya emoticon
4590,ham,finished work yet something ?
4593,ham,right wasnt phoned wa someone number like !
4594,ham,'s ok wun b angry . msg u aft come home tonight .
4595,ham,good time . nice something bit different weekend change . see ya soon
4596,ham,yo sorry wa shower sup
4597,ham,"carlos pick , 'll swing usf little bit"
4598,ham,full heat paemoticon applyed oil pa .
4599,ham,'m stuck da middle da row da right hand side da lt ...
4600,ham,laid airtel line rest ?
4601,ham,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing
4602,spam,freemsg : txt : call : 86888 claim reward 3 hour talk time use phone ! Subscribe6GBP/mnth inc 3hrs 16 stop ? txtstop
4603,ham,"`` hey j ! r u feeling better , hopeso hunny . amnow feelin ill ithink may tonsolitusaswell ! damn iam layin bedreal bored . lotsof luv xxxx ''"
4604,ham,n't plan staying night prolly wo n't back til late
4605,ham,thanx 4 puttin da fone ! !
4606,ham,"need 8th 'm campus atm , could pick hour two ?"
